oz1,oz2,oz3,oz4,oz5,oz6,oz7,oz8,oz9,oz10,oz11,oz12,oz13,oz14,oz15,oz16,oz17,oz18,oz19,oz20,oz21,oz22,oz23,oz24,oz25,oz26,oz27,oz28,oz29,oz30,oz31,oz32,oz33,oz34,oz35,oz36,oz37,oz38,oz39,oz40,oz41,oz42,oz43,oz44,oz45,oz46,oz47,oz48,oz49,oz50,oz51,oz52,oz53,clazz
0.521944,0.684109,0.452884,0.5882310000000001,0.514879,0.205506,0.303109,0.979746,0.186842,0.299654,0.00884,0.4885850000000001,0.32971,0.348532,0.969156,0.968326,0.54495,0.930027,0.586098,0.937937,0.965438,0.960258,0.958747,0.965117,0.016401,0.0,0.012305,0.010706,0.0,0.0071340000000000015,0.019925,0.062424,0.026068,0.127012,0.5964020000000001,0.51955,0.724115,0.317755,0.306438,0.35893600000000003,0.557802,0.772093,0.707381,0.535918,0.1744,0.443758,0.155328,0.292004,0.174368,0.670196,0.417528,0.0,0.163257,11
0.520319,0.476234,0.544192,0.8750549999999999,0.271279,0.35780100000000004,0.290362,0.967088,0.180967,0.30044,0.11841,0.367067,0.355391,0.432763,0.905639,0.94602,0.357213,0.8538120000000001,0.549899,0.906889,0.900119,0.952724,0.948701,0.949968,0.00265,0.020313,0.014059,0.0008849999999999998,0.0019510000000000005,0.003813,0.006268,0.057801,0.02163,0.126272,0.5964020000000001,0.522401,0.410505,0.336737,0.355362,0.409891,0.747558,0.352274,0.707381,0.537938,0.166357,0.4528430000000001,0.155627,0.295734,0.128927,0.670196,0.458767,0.0,0.163257,12
0.727637,0.670097,0.734841,0.808479,0.7439520000000001,0.15596300000000002,0.6048100000000001,0.951899,0.23267,0.31263,0.8052279999999999,0.729314,0.567809,0.205542,0.332898,0.538701,0.76678,0.176795,0.571507,0.0,0.349571,0.764521,0.804686,0.486745,0.028382,0.020646,0.079058,0.048964,0.012243,0.073839,0.062135,0.13078399999999998,0.073211,0.197446,0.593754,0.462219,0.818874,0.31214899999999995,0.294636,0.347008,0.578378,0.8645870000000001,0.697976,0.262615,0.294455,0.859749,0.07110599999999999,0.137375,0.028534,0.5840609999999999,0.572167,0.534088,0.857152,13
0.650401,0.668324,0.739953,0.8007270000000001,0.806238,0.110091,0.623222,0.0,1.0,1.0,1.0,0.760871,0.5731510000000001,0.375862,0.182248,0.089589,0.0,0.265432,0.200817,0.575144,0.224108,0.0,0.0,0.0,0.025284,0.013984,0.089507,0.048202,0.009438,0.079388,0.068399,0.180833,0.158875,0.250053,0.0,0.0,0.347756,0.0,0.0,0.0,0.189722,0.736472,0.060489,0.0,0.0,0.0,0.0,0.207548,0.4876430000000001,0.252881,0.556704,0.534088,0.857152,14
0.748777,0.667081,0.739225,0.803235,0.766098,0.10458599999999997,0.555235,0.975949,0.212694,0.320103,0.8985719999999999,0.613957,0.472864,0.22976,0.0,0.0,0.440064,0.0,0.0,0.44334,0.0,0.215094,0.241809,0.5259510000000001,0.390395,0.273566,0.077761,0.123501,0.019573,0.20166,0.428053,0.151554,0.092472,0.25355,0.594813,0.5143939999999999,0.6429010000000001,0.310371,0.302624,0.360204,0.496748,0.711642,0.6824020000000001,0.639798,0.17241800000000002,0.490488,0.175402,0.280408,0.12452,0.487181,0.500003,0.534088,0.061206,15
0.935768,0.636396,0.813,0.838347,0.570245,0.0,0.905104,0.979746,0.283199,0.31263,0.525358,0.060788,0.528493,0.885339,0.988638,1.0,0.993884,0.983448,1.0,1.0,0.985727,0.971938,0.977505,0.999876,0.048514,1.0,1.0,1.0,1.0,1.0,0.065731,1.0,1.0,1.0,0.55297,0.454157,0.378927,0.34109,0.35447199999999995,0.414234,0.550832,0.382288,0.702441,0.539036,0.163852,0.454772,0.15579400000000002,0.298105,0.122727,0.612159,0.670107,0.534088,0.857152,16
0.90081,0.634624,0.777937,0.8358389999999999,0.57509,0.16880699999999998,0.915009,0.867088,0.144539,0.011024,0.305551,0.0,0.468553,1.0,0.985024,0.999389,0.955128,0.982975,0.994947,0.989455,0.981197,0.997185,0.996896,0.999221,0.028079000000000003,0.221304,0.121796,0.104266,0.112034,0.133823,0.046626,0.156223,0.137196,0.118469,0.828392,0.833471,0.062979,0.722843,0.746508,0.849665,0.284904,0.14712,0.517833,0.44895,0.8339110000000001,0.705464,0.90593,0.934175,0.015263999999999996,0.838774,0.025786,0.534088,0.857152,16
0.7146279999999999,0.666728,0.723154,0.802095,0.76056,0.253212,0.565148,0.870886,0.08461,0.017706,0.97633,0.6065699999999999,0.469627,0.29715,1.0,0.995439,0.975769,0.994993,0.913769,0.99112,1.0,1.0,1.0,1.0,0.731317,0.6283920000000001,0.075448,0.173118,0.030904,0.17893499999999998,0.769647,0.173244,0.161801,0.122168,0.6567850000000001,0.676541,0.353761,0.4446479999999999,0.454359,0.6196699999999999,0.350368,0.529833,0.390609,0.385188,0.652832,0.666018,0.096662,0.0402,0.06750199999999999,0.838153,0.14433900000000002,0.534088,0.857152,17
0.747149,0.668501,0.747257,0.806199,0.764021,0.088073,0.555235,1.0,0.193892,0.312237,0.121056,1.0,0.666273,0.598907,0.938369,0.935533,0.992127,0.933177,0.890324,0.958808,0.939443,0.928394,0.938356,0.966549,0.032498,0.031576,0.107773,0.05640700000000001,0.014163,0.107323,0.06665499999999999,0.221684,0.137296,0.28416,0.613351,0.5070600000000001,0.673334,0.373682,0.380158,0.420525,0.866218,0.600801,0.750296,0.600167,0.11262,1.0,0.160922,0.287302,0.140305,0.476893,0.752579,0.534088,0.061206,18
0.746336,0.667614,0.7414149999999999,0.804375,0.763329,0.095412,0.546736,0.989873,0.178616,0.316564,0.4637350000000001,0.897302,0.651201,0.35706,0.8429540000000001,0.847555,0.940836,0.8342459999999999,0.803521,0.8857079999999999,0.844201,0.893202,0.900173,0.912914,0.028338,0.021773,0.08431799999999999,0.049484,0.012265,0.081463,0.058333,0.156384,0.088538,0.22025100000000006,0.558266,0.484145,0.556639,0.381523,0.387974,0.448719,0.691332,0.558703,0.698397,0.618958,0.158969,0.708719,0.165481,0.275024,0.038943,0.566253,0.7061890000000001,0.534088,0.857152,19
0.746336,0.667259,0.739953,0.8041470000000001,0.764021,0.110091,0.542485,0.988607,0.175091,0.316957,0.5335850000000001,0.8189609999999999,0.253711,0.248347,0.815515,0.8263450000000001,0.933726,0.802561,0.783054,0.8549530000000001,0.8169649999999999,0.88684,0.893632,0.896782,0.028093,0.02102,0.082074,0.049056,0.012104,0.07901,0.05771900000000001,0.148472,0.082538,0.212649,0.558266,0.480925,0.418453,0.390493,0.40193,0.466006,0.555871,0.433701,0.698397,0.4803689999999999,0.313779,0.5873520000000001,0.109443,0.130947,0.13176600000000002,0.566253,0.5876319999999999,0.534088,0.857152,20
0.7552800000000001,0.668679,0.745798,0.805743,0.762638,0.086239,0.5637310000000001,0.987341,0.226794,0.314597,0.308322,0.775192,0.25013,0.209616,0.928745,0.924715,0.991056,0.924569,0.8768030000000001,0.959765,0.9294,0.929818,0.937588,0.961759,0.031332,0.029363,0.103986,0.054891,0.013664,0.104266,0.063983,0.218119,0.136186,0.286042,0.635067,0.5442600000000001,0.615874,0.407644,0.405964,0.4309060000000001,0.546926,0.601163,0.8546100000000001,0.481161,0.292018,0.446911,0.109378,0.13608299999999998,0.113017,0.654381,0.670107,0.534088,0.857152,21
0.7495890000000001,0.66992,0.745067,0.8077949999999999,0.757794,0.08256799999999999,0.593477,0.981012,0.303176,0.303193,0.360458,0.688697,0.509029,0.0,0.938334,0.932554,1.0,0.935562,0.886654,0.970124,0.939334,0.935229,0.942126,0.968064,0.032169,0.031398,0.111314,0.056704,0.014101,0.111438,0.06726900000000001,0.240683,0.159833,0.29041500000000003,0.622885,0.481922,0.859383,0.345997,0.316473,0.363389,0.216889,0.936703,0.7569100000000001,0.5415260000000001,0.287953,0.06637,0.155862,0.262556,0.73098,0.491018,0.948459,0.534088,0.061206,22
0.745524,0.669034,0.7436050000000001,0.806199,0.757103,0.106423,0.582146,0.981012,0.269098,0.306339,0.510504,0.710639,0.4424,0.00565,0.899659,0.896278,0.968811,0.895676,0.8494780000000001,0.938969,0.900951,0.916016,0.9218,0.945954,0.029722,0.025202,0.093328,0.051944,0.012953,0.092034,0.06244400000000001,0.185987,0.114657,0.24864,0.6149399999999999,0.503063,1.0,0.331511,0.30002,0.335798,0.524042,1.0,0.775275,0.398468,0.310284,0.625071,0.116776,0.255272,1.0,0.5882069999999999,0.8247479999999999,0.534088,0.061206,23
0.939018,0.641717,0.892618,0.959415,0.682358,0.253212,1.0,0.867088,0.176265,0.019671,0.5314800000000001,0.06058,0.468711,0.884774,0.991354,0.989023,0.767392,0.901151,0.419005,0.919068,0.989015,0.898759,0.8999729999999999,0.957133,0.047174,0.216038,0.109561,0.232942,0.013331,0.116383,0.080106,0.135499,0.090103,0.11941,0.905194,0.8962209999999999,0.346665,0.786716,0.801441,0.83081,0.282426,0.417004,0.674041,0.450752,0.838317,0.694026,0.917408,0.935576,0.02577,0.966204,0.097955,1.0,0.551021,23
0.752842,0.668146,0.7436050000000001,0.8048310000000001,0.766098,0.089907,0.556649,0.988607,0.226794,0.31499,0.484978,0.737545,0.537072,0.05548,0.8945059999999999,0.892483,0.963231,0.8891100000000001,0.8441129999999999,0.933266,0.8951100000000001,0.908247,0.916394,0.94223,0.029504,0.02509,0.094029,0.051857000000000014,0.012851,0.094111,0.060185,0.191713,0.116169,0.259403,0.55297,0.460419,0.683029,0.313181,0.304386,0.357868,0.548606,0.734726,0.702441,0.537076,0.167708,0.446137,0.155782,0.295139,0.111821,0.612159,0.747424,0.534088,0.857152,24
0.7146279999999999,0.666728,0.723154,0.802095,0.76056,0.253212,0.565148,0.870886,0.08461,0.017706,0.97633,0.6065699999999999,0.469627,0.29715,1.0,0.995439,0.975769,0.994993,0.913769,0.99112,1.0,1.0,1.0,1.0,0.731317,0.6283920000000001,0.075448,0.173118,0.030904,0.17893499999999998,0.769647,0.173244,0.161801,0.122168,0.6567850000000001,0.676541,0.353761,0.4446479999999999,0.454359,0.6196699999999999,0.350368,0.529833,0.390609,0.385188,0.652832,0.666018,0.096662,0.0402,0.06750199999999999,0.675722,0.118554,0.534088,0.857152,25
0.752842,0.668855,0.744336,0.805971,0.764021,0.080734,0.5637310000000001,0.988607,0.231494,0.314597,0.425209,0.815222,0.53925,0.192432,0.927907,0.923831,0.991056,0.92379,0.876058,0.959395,0.928636,0.930331,0.937921,0.961432,0.031247000000000007,0.029209,0.103425,0.054752,0.013659,0.102831,0.063983,0.215243,0.134573,0.281535,0.72988,0.619646,0.800864,0.533546,0.522478,0.5027560000000001,0.571238,0.714444,1.0,0.432047,0.425449,0.613582,0.099776,0.103977,0.109605,0.746504,0.685569,0.534088,0.857152,26
0.56097,0.684819,0.521548,1.0,0.504501,0.244038,0.40651,0.970885,0.207993,0.305158,0.24415100000000006,0.59523,0.5367,0.072864,0.98873,0.986256,0.8084399999999999,0.97113,0.811398,0.972052,0.986942,0.968904,0.970496,0.98477,0.034645,0.029184,0.048837,0.001897,0.0041140000000000005,0.034276999999999995,0.044367,0.111809,0.063581,0.179013,0.516951,0.43515,0.582208,0.273281,0.271161,0.340516,0.56998,0.664116,0.611796,0.5378430000000001,0.164626,0.4526689999999999,0.155719,0.296534,0.11212,0.5754640000000001,1.0,0.35227,0.918377,27
