GEO,DGUID2,Farm type,Share of family income earned by operators,UOM1,UOM_ID,SCALAR_ID,VECTOR,COORDINATE1,COORDINATE2,COORDINATE3,COORDINATE4,VALUE,SYMBOL,TERMINATED,DECIMALS,REF_DATE1_Alberta,REF_DATE1_British Columbia,REF_DATE1_Canada,REF_DATE1_Manitoba,REF_DATE1_New Brunswick,REF_DATE1_Newfoundland and Labrador,REF_DATE1_Nova Scotia,REF_DATE1_Ontario,REF_DATE1_Prince Edward Island,REF_DATE1_Quebec,REF_DATE1_Saskatchewan,REF_DATE1_nan,REF_DATE2_Rate,REF_DATE2_nan,DGUID1_A,DGUID1_nan,DGUID3_Rate,DGUID3_nan,Family type_Census families of farm operators,Family type_Economic families of farm operators,Family type_nan,UOM2_Families,UOM2_nan,SCALAR_FACTOR_units,SCALAR_FACTOR_nan,STATUS_0,STATUS_E,STATUS_F,STATUS_nan,clazz
2016,11124,1111,50,74,138,0,1001638081,1,1,8,5,17345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1111,50,74,138,0,1001638153,1,2,8,5,17445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1111,75,99,138,0,1001638082,1,1,8,6,22500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1111,75,99,138,0,1001638154,1,2,8,6,22410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,0,10,138,0,1001638084,1,1,9,2,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,0,10,138,0,1001638156,1,2,9,2,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,0,99,138,0,1001638083,1,1,9,1,5120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,0,99,138,0,1001638155,1,2,9,1,5155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,10,24,138,0,1001638085,1,1,9,3,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,10,24,138,0,1001638157,1,2,9,3,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,25,49,138,0,1001638086,1,1,9,4,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,25,49,138,0,1001638158,1,2,9,4,1115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,50,74,138,0,1001638087,1,1,9,5,1195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,50,74,138,0,1001638159,1,2,9,5,1205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,75,99,138,0,1001638088,1,1,9,6,2165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1112,75,99,138,0,1001638160,1,2,9,6,2095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,0,10,138,0,1001638090,1,1,10,2,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,0,10,138,0,1001638162,1,2,10,2,420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,0,99,138,0,1001638089,1,1,10,1,7655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,0,99,138,0,1001638161,1,2,10,1,7620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,10,24,138,0,1001638091,1,1,10,3,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,10,24,138,0,1001638163,1,2,10,3,450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,25,49,138,0,1001638092,1,1,10,4,1545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,25,49,138,0,1001638164,1,2,10,4,1695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,50,74,138,0,1001638093,1,1,10,5,1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,50,74,138,0,1001638165,1,2,10,5,1850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,75,99,138,0,1001638094,1,1,10,6,3395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1113,75,99,138,0,1001638166,1,2,10,6,3205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,0,10,138,0,1001638096,1,1,11,2,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,0,10,138,0,1001638168,1,2,11,2,345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,0,99,138,0,1001638095,1,1,11,1,6020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,0,99,138,0,1001638167,1,2,11,1,6080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,10,24,138,0,1001638097,1,1,11,3,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,10,24,138,0,1001638169,1,2,11,3,425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,25,49,138,0,1001638098,1,1,11,4,1315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,25,49,138,0,1001638170,1,2,11,4,1385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,50,74,138,0,1001638099,1,1,11,5,1525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,50,74,138,0,1001638171,1,2,11,5,1545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,75,99,138,0,1001638100,1,1,11,6,2460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1114,75,99,138,0,1001638172,1,2,11,6,2385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,0,10,138,0,1001638102,1,1,12,2,1105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,0,10,138,0,1001638174,1,2,12,2,1150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,0,99,138,0,1001638101,1,1,12,1,29125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,0,99,138,0,1001638173,1,2,12,1,29410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,10,24,138,0,1001638103,1,1,12,3,1590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,10,24,138,0,1001638175,1,2,12,3,1730,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,25,49,138,0,1001638104,1,1,12,4,5945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,25,49,138,0,1001638176,1,2,12,4,6175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,50,74,138,0,1001638105,1,1,12,5,7390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,50,74,138,0,1001638177,1,2,12,5,7505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,75,99,138,0,1001638106,1,1,12,6,13095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1119,75,99,138,0,1001638178,1,2,12,6,12845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,0,10,138,0,1001638042,1,1,2,2,1425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,0,10,138,0,1001638114,1,2,2,2,1470,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,0,99,138,0,1001638041,1,1,2,1,32690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,0,99,138,0,1001638113,1,2,2,1,33090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,10,24,138,0,1001638043,1,1,2,3,1885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,10,24,138,0,1001638115,1,2,2,3,2055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,25,49,138,0,1001638044,1,1,2,4,6400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,25,49,138,0,1001638116,1,2,2,4,6665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,50,74,138,0,1001638045,1,1,2,5,7655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,50,74,138,0,1001638117,1,2,2,5,7780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,75,99,138,0,1001638046,1,1,2,6,15330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112110,75,99,138,0,1001638118,1,2,2,6,15120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,0,10,138,0,1001638048,1,1,3,2,390,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,0,10,138,0,1001638120,1,2,3,2,400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,0,99,138,0,1001638047,1,1,3,1,12395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,0,99,138,0,1001638119,1,2,3,1,12520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,10,24,138,0,1001638049,1,1,3,3,925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,10,24,138,0,1001638121,1,2,3,3,960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,25,49,138,0,1001638050,1,1,3,4,3640,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,25,49,138,0,1001638122,1,2,3,4,3705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,50,74,138,0,1001638051,1,1,3,5,3455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,50,74,138,0,1001638123,1,2,3,5,3510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,75,99,138,0,1001638052,1,1,3,6,3985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,112120,75,99,138,0,1001638124,1,2,3,6,3945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,0,10,138,0,1001638054,1,1,4,2,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,0,10,138,0,1001638126,1,2,4,2,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,0,99,138,0,1001638053,1,1,4,1,3035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,0,99,138,0,1001638125,1,2,4,1,3050,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,10,24,138,0,1001638055,1,1,4,3,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,10,24,138,0,1001638127,1,2,4,3,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,25,49,138,0,1001638056,1,1,4,4,745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,25,49,138,0,1001638128,1,2,4,4,770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,50,74,138,0,1001638057,1,1,4,5,830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,50,74,138,0,1001638129,1,2,4,5,845,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,75,99,138,0,1001638058,1,1,4,6,1120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1122,75,99,138,0,1001638130,1,2,4,6,1085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,0,10,138,0,1001638060,1,1,5,2,115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,0,10,138,0,1001638132,1,2,5,2,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,0,99,138,0,1001638059,1,1,5,1,4380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,0,99,138,0,1001638131,1,2,5,1,4420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,10,24,138,0,1001638061,1,1,5,3,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,10,24,138,0,1001638133,1,2,5,3,195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,25,49,138,0,1001638062,1,1,5,4,850,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,25,49,138,0,1001638134,1,2,5,4,920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,50,74,138,0,1001638063,1,1,5,5,1155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,50,74,138,0,1001638135,1,2,5,5,1145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,75,99,138,0,1001638064,1,1,5,6,2075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1123,75,99,138,0,1001638136,1,2,5,6,2035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,0,10,138,0,1001638066,1,1,6,2,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,0,10,138,0,1001638138,1,2,6,2,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,0,99,138,0,1001638065,1,1,6,1,2950,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,0,99,138,0,1001638137,1,2,6,1,2955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,10,24,138,0,1001638067,1,1,6,3,185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,10,24,138,0,1001638139,1,2,6,3,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,25,49,138,0,1001638068,1,1,6,4,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,25,49,138,0,1001638140,1,2,6,4,515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,50,74,138,0,1001638069,1,1,6,5,520,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,50,74,138,0,1001638141,1,2,6,5,545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-1
2016,11124,1124,75,99,138,0,1001638070,1,1,6,6,1540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-1
