Belgium,Belgium.1,Belgium.2,Belgium.3,Belgium.4,Belgium.5,Belgium.6,Belgium.7,Belgium.8,Belgium.9,Belgium.10,Belgium.11,Belgium.12,Belgium.13,Belgium.14,Belgium.15,Belgium.16,Belgium.17,Belgium.18,Belgium.19,Belgium.20,Belgium.21,Belgium.22,Belgium.23,Belgium.24,Belgium.25,Belgium.26,Belgium.27,Belgium.28,Belgium.29,Belgium.30,Belgium.31,Belgium.32,Belgium.33,clazz
47.41583689,43.08487721,14.33897333,154.0832049,14.21666193,21.85314685,20.55076038,14.92760113,10.83423619,45.51661356,220.75055189999998,10.40907671,33.57958361,11.41682841,13.34757074,34.53038674,14.89646954,88.10572687,16.58925017,58.58230814,10.52520787,11.98753297,15.48946716,33.70407819,13.89274799,11.00352113,19.03674091,11.16694584,19.3162063,101.2145749,17.43071292,392.1568627,25.78648788,16.05136437,0.0
10.05833836,167.7852349,24.515812699999998,12.86835671,21.62629758,31.58559697,29.11208151,121.95121950000001,15.57875058,26.73082064,125.0,20.98635887,23.23960028,13.73626374,15.65925462,13.36005344,18.49796522,19.88862371,54.73453749,23.00966406,36.98224852,11.21956692,11.07665042,20.23062917,23.55712603,21.93463479,19.82553529,32.02049312,11.50615579,33.41129302,13.68925394,49.43153732,12.68069997,11.76470588,0.0
61.05006105,24.62447673,21.55636991,10.3755966,18.6115764,102.3541453,40.30632809,10.31778787,46.33920297,406.50406499999997,14.0193467,22.05558006,54.17118093,261.7801047,11.22964627,34.352456200000006,12.482836099999998,11.26126126,25.75991757,51.78663905,23.353573100000002,25.76655501,11.43902997,14.66920933,25.50369804,16.48804617,129.7016861,11.15573405,10.81782778,20.06018054,12.2488976,30.33980583,24.79543764,174.2160279,0.0
12.13003396,12.26091221,13.89274799,11.94885888,11.14206128,11.10370864,33.06878307,7692.307692,11.1919418,20.83767452,27.79321845,10.81782778,25.34854246,12.76324186,55.95970901,11.4521301,67.79661017,10.91822251,54.64480874,110.2535832,2083.333333,21.51462995,163.132137,3571.428571,13.09586171,16.772895000000002,16.76164935,10.77005924,22.67573696,10.33484911,13.22926313,13.86385692,17.14089818,14.48225923,0.0
25.387154100000004,294.11764710000006,13.60174102,87.03220191,17.9147259,10.14404545,35.73981415,15.51109043,14.75361464,32.5732899,11.32631102,32.86230693,37.07823508,12.00768492,26.86727566,336.70033670000004,14.45086705,15.95659805,10.47778709,35.8037952,12.18472036,101.2145749,29.299736300000003,21.05263158,89.28571429,10.65984437,189.7533207,17.21763085,16.97792869,48.85197851,2127.659574,14.52643812,94.16195857,10.28489149,0.0
14.24907381,16.93766938,21.43163309,10.34554107,11.08524554,16.3371998,14.66920933,12.5250501,14.8214021,45.97701149,104.82180290000001,10.65189604,175.74692439999998,21.11932418,20.92487968,537.6344086,26.29503024,362.31884060000004,29.21413964,63.051702399999996,35.34817957,275.4820937,22.16312057,22.12389381,26.39218791,14.39677512,174.8251748,29.65599051,24.38429651,31.93867774,13.426423199999999,54.17118093,19.86886549,12.292563000000001,0.0
36.32401017,93.10986965,48.16955684,47.39336493,13.46801347,13.28903654,11.50350857,21.16402116,80.38585209,20.10050251,11.063170699999999,10.56412423,149.70059880000002,45.76659039,12.24140042,43.49717268,23.1000231,14.34926101,18.30161054,239.23444980000002,46.31773969,17.54385965,34.7705146,21.00840336,27.63957988,10.091835699999999,13.75137514,163.6661211,970.8737864,87.56567426,10.44822903,29.13752914,33.10162198,17.62425097,0.0
98.91196835,58.10575247,13.43724805,14.50116009,191.9385797,32.08213025,22.36135957,10.35089535,13.35826877,48.66180049,14.22475107,38.71467286,24.10800386,36.17945007,168.6340641,16.89474573,1562.5,26.49708532,44.26737494,228.83295189999998,16.96640652,13.08557969,21.81025082,10.55408971,10.05833836,10.08064516,14.12429379,26.25360987,15.13088213,12.84521516,10.48547761,17.69911504,18.67762421,13.55197181,0.0
18.25817053,88.80994671,990.0990098999999,11.50350857,22.81542323,17.62735766,10.78865034,27.39726027,10.67235859,28.08199944,15.38935057,14.3307538,73.96449704,51.28205128,10.32417923,154.7987616,16.73360107,12.73236567,86.88097307,68.39945279999999,63.01197227,18.00828381,50.99439062,10.16880212,33.6813742,104.2752868,12.96680498,14.64772228,65.78947368,13.98014819,15.56904873,14.44669171,215.0537634,12.45640259,0.0
11.50086256,16.37733377,14.54757056,126.7427123,28.0033604,118.623962,14.04297149,19.39487975,50.81300813,22.35636038,15.31628121,10.35947374,11.68907072,14.68428781,80.7102502,53.44735436,35.05082369,31.25976868,23.12673451,384.6153846,20.27163998,20.929259100000003,14.81700993,17.64290755,62.73525721,131.7523057,10.50309841,129.5336788,11.97891711,21.43163309,105.374078,54.34782609,25.70694087,47.23665564,0.0
27.54820937,11.21076233,20.11263073,51.5995872,18.10282404,13.05483029,196.46365419999998,17.19690456,15.34448366,14.33897333,50.60728745,45.00450045,14.59427904,16.36929121,29.49852507,11.8708452,15.22533496,15.06477855,10.34019233,36.49635036,68.11989101,26.413100899999996,16.18122977,59.63029219,16.54807215,35.087719299999996,13.97428731,12.74047649,10.62360565,13.96843135,24.79543764,12.28803146,21.69668041,13.68176221,0.0
10.56859015,13.90433815,11.37656428,17.41553466,13.31026221,11.57273464,12.46727341,13.95478649,17.25030188,24.00960384,22.67059624,22.05558006,175.43859650000002,10.62812201,132.2751323,15.51109043,21.71081198,15.47029703,11.15822361,11.30071194,82.85004143,25.2972426,11.32502831,38.00836184,14.39677512,56.11672278,11.35331517,15.25320317,200.4008016,16.13684041,13.70050692,28.40909091,15.98210005,14.522219,0.0
18.92147588,39.51007507,27.84739627,10.04016064,18.37897445,14.39677512,23.63507445,14.17836382,38.37298542,32.53090436,18.08645325,20.55498458,763.3587786,10.07861318,12.85512277,32.10272873,60.49606776,10.91107474,25.52322614,12.96512382,49.82561036,11.03996467,24.62447673,17.20578114,89.52551477,10.68718606,15.33507131,17.25327812,18.82175795,24.0442414,10.44604617,13.89274799,15.28584531,30.13863773,0.0
55.15719801,77.7000777,10.02908434,13.83317195,14.48225923,10.06542526,12.27295042,11.32502831,48.33252779,13.90240512,37.5516335,13.98014819,13.283740700000001,10.19783806,13.20655045,23.65744026,26.567481400000002,12.69680041,14.53488372,33.06878307,16.94628029,23.86065378,24.34274586,49.06771344,45.33091568,15.63966218,56.30630631,18.5013876,18.64280388,105.374078,45.49590537,48.638132299999995,25.44529262,19.65022598,0.0
35.23608175,10.26167265,349.6503497,60.93845216,16.97792869,11.35976372,800.0,17.39432945,26.759432699999998,21.68726957,30.59039462,14.58789205,46.08294931,21.43163309,23.52941176,10.44932079,20.97315436,47.80114723,11.65501166,10.33378113,14.84780995,63.73486297,29.19708029,40.17677782,39.90422985,13.97428731,58.03830528,20.92050209,15.32097441,12.98532658,25.451768899999998,30.0932892,11.52472053,12.07292044,0.0
46.8164794,13.00221038,61.31207848,12.80737705,75.52870091,31.96930946,26.74511902,26.01456816,48.61448712,10.27538019,14.4571346,12.16249088,13.12163758,24.11963338,29.0275762,11.40771161,32.6690624,29.58579882,14.60706982,14.17434444,38.68471954,39.23107101,13.338668799999999,25.24614996,12.2159785,15.3609831,11.51410478,195.6947162,29.26543752,29.00232019,13.35648457,16.22849724,10.37667324,181.15942030000002,0.0
16.53439153,15.42733724,11.17568172,11.36234519,12.21150324,14.75143827,201.61290319999998,383.1417625,48.828125,34.27004798,16.53986107,41.64931279,32.13367609,16.55355074,206.6115702,18.61504095,13.49892009,14.88095238,142.8571429,13.03611002,20.16942315,13.62212233,11.78550383,34.38789546,29.68239834,19.20491646,18.08645325,403.2258065,190.8396947,729.9270073,49.11591356,205.338809,25.74002574,15.19756839,0.0
19.256691699999998,32.41491086,31.46633103,224.7191011,58.00464037,77.82101167,12.82709082,10.86720278,20.279862100000003,25.93360996,11.96601651,43.55400697,115.87485520000001,16.35055592,18.09627217,65.40222368,13.30671989,52.79831045,34.11804845,10.95410231,14.7275405,571.4285714,66.71114076,406.50406499999997,14.18238548,15.472690700000001,55.18763797,14.33486239,20.65262288,62.15040398,245.70024569999998,75.01875469,18.23154057,10.281719099999998,0.0
13.52265044,67.84260516,67.98096533,970.8737864,22.12878956,10.78515962,16.28399284,61.65228113,14.71237311,24.30724356,11.95028681,24.63054187,20.94240838,12.39464551,20.43735949,18.88574127,15.24390244,25.81311306,28.98550725,20.90301003,10.30821565,17.14089818,28.30455703,55.21811154,13.86193513,132.4503311,10.68261938,85.98452279,33.72681282,50.89058524,29.664787899999997,47.12535344,22.8050171,12.06272618,0.0
13.40302908,13.13542624,20.34174125,11.07787748,15.85539876,28.36879433,10.52077854,27.06359946,15.24855139,10.90037061,18.28822238,10.73306858,31.83699459,13.64070386,10.23541453,39.46329913,13.96453009,10.9301563,10.11838511,10.78865034,20.69536424,10.14198783,11.80219521,36.73769287,33.15649867,13.94116827,90.57971014,49.16420846,352.11267610000004,12.46571927,23.00437083,12.76161307,14.68428781,10.03713741,0.0
14.38021283,17.83803068,16.41227638,24.65483235,11.67951413,10.94091904,27.99552072,55.34034311,15.10574018,14.01148942,118.623962,16.86340641,10.55854714,10.96371012,26.35046113,27.70850651,96.52509653,125.94458440000001,23.02555837,160.7717042,12.99883011,23.90057361,17.62425097,19.76284585,24.431957,18.64280388,11.24353497,17.38223536,11.48633127,25.73340196,12.66143327,11.113580800000001,10.44604617,51.65289256,0.0
29.96703626,11.03752759,236.4066194,16.63616703,11.71646163,13.56852103,16.22323167,10.95410231,32.14400514,26.53927813,11.97174668,40.88307441,18.98974554,847.4576271,25.17623364,68.96551724,13.87347392,34.23485108,3846.153846,33.95585739,36.01008282,12.14329083,33.97893306,10.66666667,12.1610118,14.84119917,10.64962726,16.61957786,13.61099769,27.35978112,43.01075269,11.26126126,27.31494127,15.56904873,0.0
11.89060642,13.50621286,28.328611900000002,11.70411985,15.487068300000002,17.16148962,36.88675765,24.63054187,16.92620176,302.1148036,13.85425326,11.60766106,11.48765078,14.58363716,217.86492369999996,50.8646999,3571.428571,10.56859015,134.0482574,13.14233145,15.17911354,15.85288523,10.96250822,11.90901512,15.45833977,22.99379168,10.34875298,36.49635036,10.97453907,108.2251082,96.33911368,14.40092166,47.12535344,35.932446999999996,0.0
10.753844500000001,14.58363716,82.30452675,65.27415144,12.09774982,13.08557969,13.63512408,14.26330053,19.16075877,15.97444089,11.37785869,16.51254954,15.91343094,24.950099800000004,36.80529996,48.47309743,32.0,10.48437828,79.61783439,40.24144869,218.3406114,24.00960384,10.07861318,20.4415372,61.05006105,22.50225023,10.57082452,20.78137988,12.06127126,34.782608700000004,15.30221882,14.42793248,25.88661662,11.50350857,0.0
12.83861856,14.14827391,10.97935881,34.782608700000004,13.90433815,131.061599,104.16666670000001,10.48327917,49.77600796,14.52432825,12.081672099999999,11.24985938,21.82453077,13.8026225,15.22997259,10.22704029,10.58649164,54.70459519,13.21003963,17.534630899999996,10.86012163,20.32520325,47.147571899999996,11.49293185,43.84042087,43.36513443,4347.8260869999995,12.45640259,17.44287459,16.24959376,11.69727454,47.39336493,12.14329083,15.3609831,0.0
13.67240908,15.88814744,30.37667072,18.75468867,22.09456474,12.97353399,10.2891244,44.7828034,28.78526195,13.70238421,50.30181087,17.17327838,66.05019815,23.18034307,20.95996646,13.056534800000001,12.12856277,18.99335233,10.56859015,10.21554806,55.24861878,18.82884579,32.09242619,26.31578947,10.67463706,10.17397497,27.80867631,10.36054704,11.28031585,20.98635887,25.1698968,386.1003861,14.33897333,11.82312603,0.0
18.30161054,251.88916880000002,10.77818495,84.67400508,11.09016303,15.75051189,12.84191601,13.06165099,11.8623962,10.19056354,48.85197851,25.57544757,10.22704029,11.59554731,88.10572687,94.78672986,63.49206349,12.74047649,19.9880072,19.3236715,16.23903865,24.17794971,20.75119319,17.10863986,10.98901099,13.91594768,46.04051565,10.98297639,25.88661662,10.13068585,86.80555556,15.18372305,197.6284585,34.352456200000006,0.0
10.34126163,28.99391128,26.60989888,284.9002849,15.20450053,17.64913519,21.95389682,10.53851828,31.21098627,14.9970006,10.04217714,35.36067893,10.61233153,10.34982405,72.09805335,14.81481481,10.53185887,13.24152542,17.8986934,18.55631843,52.65929437,24.49179525,222.7171492,18.49112426,78.55459544,12.12709192,26.28120894,63.81620932,163.6661211,11.31221719,40.56795132,13.83700014,22.43158367,46.25346901,0.0
16.09787508,13.65374113,12.38850347,12.16693028,19.79414093,219.29824559999997,12.8998968,40.60089322,10.07556675,17.20578114,13.70614035,10.95290252,27.3822563,18.23819077,139.275766,43.61098997,13.55564593,12.49375312,15.09661836,199.60079840000003,10.05429318,10.24485196,16.51254954,37.77861729999999,124.53300120000002,25.83311806,16.45007403,14.25719989,20.89864159,49.85044865,36.02305476,28.99391128,28.12939522,17.45505324,0.0
11.43902997,21.45002145,17.28309713,12.64382349,26.24671916,17.77145904,51.84033178,13.08215594,192.6782274,98.61932939,158.73015869999998,28.0033604,14.56239988,15.89825119,10.47449461,145.9854015,11.73846696,13.75137514,31.28911139,39.65107058,10.52631579,16.81802893,12.99545159,16.753225,92.67840593,12.92991983,64.55777921,22.10921954,24.64875524,17.58705593,12.44555072,73.47538575,13.66680333,194.9317739,0.0
11.43902997,18.89287739,138.31258640000001,44.76275739,18.88930865,12.49375312,15.55451859,15.26484506,12500.0,15.98210005,44.90345757,22.10433245,27.12967987,16.59751037,38.03727653,546.4480874,37.73584906,25.88661662,53.24813632,349.6503497,61.84291899,10.33591731,12.59287243,17.75568182,10.40582726,27.29257642,19.30129319,61.91950464,23.4082397,11.93744777,26.37130802,33.23363244,22.82583885,12.43626415,0.0
10.08674602,172.7115717,17.59014952,52.65929437,307.6923077,20.44571662,10.33378113,13.21877065,10.78981442,94.69696970000001,49.14004914,11.11975981,13.41741581,11.84132623,16.67500417,12.05109665,13.67989056,54.73453749,109.7694841,25.58853634,10.70778456,13.37255951,12.05254911,13.97819402,12.25790635,16.28664495,35.07541214,465.11627910000004,27.35978112,41.75365344,22.61420172,19.52362358,14.96110114,462.962963,0.0
21.1371803,38.52080123,131.5789474,22.82062985,24.18379686,36.01008282,55.55555556,39.12363067,16.40150894,31.41690229,108.8139282,103.62694300000001,27.18868951,11.16445238,79.6812749,19.23816853,13.93922498,12.21747098,40.46944557,20.63557573,25.52322614,40.63388866,29.42907593,52.77044855,15.17680983,90.82652134,42.55319149,341.29692830000005,12.62945188,226.24434390000002,256.41025640000004,16.95202577,39.90422985,17.88588803,0.0
1123.5955060000001,145.3488372,13.38867318,21.22691573,10.27643613,12.77465508,14.67997651,10.89324619,21.88183807,15.80278129,45.22840344,27.80094523,111.23470520000001,26.76659529,20.38735984,14.21666193,12.18026797,1694.915254,21.34927412,43.85964912,13.27140013,21.49151085,18.06684734,30.37667072,22.20741728,12.70809506,20.63983488,10.3799045,29.3255132,42.33700254,14.31639227,43.70629371,13.72118551,11.12966055,0.0
27.56339581,212.31422510000002,15.34683855,26.22606871,11.9232145,21.91540653,10.63377286,12.70163851,11.64279893,220.26431719999997,26.12330199,28.51439977,11.67815018,23.1857176,25.74002574,15.02403846,16.76445935,11.68633867,29.86857826,36.40334911,136.23978200000002,20.29220779,98.32841691,20.71251036,15.7480315,18.36884644,11.90901512,18.20498817,26.917900399999997,10.71237279,10.89680724,11.84693757,20.78137988,28.29654782,0.0
