Belgium,Bulgaria,Czech Republic,Denmark,Germany,Estonia,Greece,Spain,France,Ireland,Italy,Cyprus,Latvia,Lithuania,Luxembourg,Hungary,Malta,Netherlands,Austria,Poland,Portugal,Romania,Slovenia,Slovakia,Finland,Sweden,United Kingdom,Croatia,FYROM,Turkey,Norway,Albania,Kosovo,Montenegro,clazz
5390.827029,4309.92471,4833.547467,4166.1020579999995,4556.0371700000005,3313.871567,3879.8934130000002,3313.557909,3275.730067,2762.3197219999997,2940.579861,2122.200832,2778.482585,1783.558697,2521.878308,1485.1092859999999,2188.707225,1321.9474089999999,2186.709717,1234.795225,2159.022675,1039.293825,1456.4467240000001,989.9863216,985.1578466,756.7094256,847.4345492999998,693.1849457000001,570.1152322,603.7713118,230.626956,270.1809516,59.72893516,33.9413439,0.0
5998.166694,2023.1017809999998,5996.7296799999995,1884.108498,5311.612539,1621.7935009999999,4966.590357,1495.256741,4819.169508,1437.875101,4194.774544,1367.712391,4004.585078,1346.319602,3804.4548409999998,797.0875312999999,3124.9568719999997,716.9503595,3024.786866,706.4770811000001,2450.737045,674.3070554999999,2225.728577,651.3458385,2038.8741730000002,407.93077139999997,1931.6715179999999,366.97486789999994,1924.993411,74.28917096,1057.7848279999998,63.02738261,612.6999138,32.56129748,0.0
4053.3410799999997,3785.9324579999998,3976.2044939999996,3722.4850479999996,3835.057758,3327.1586,3635.0852200000004,3058.691007,3310.173394,2904.278171,2769.719654,2881.045745,2688.304487,2817.798448,2563.016169,2586.0051670000003,2405.257495,2369.702602,2081.955694,1803.6996359999998,2079.512064,1575.4771349999999,1866.124531,1568.030941,1674.9700050000001,936.5420647,1360.587598,581.3079242,773.8347313999999,566.99533,699.2793403,409.198679,631.0505857,276.11057850000003,0.0
5251.260945,3285.818899,5167.053747,3167.327524,4374.401231,3131.338397,3749.491823,2729.646162,3062.325378,2659.650225,2986.648495,2648.2924629999998,2409.2277010000003,2512.7865620000002,1583.776274,2192.019704,1572.384007,1828.551666,1505.085899,1580.000217,1351.92858,1360.0020630000001,1345.47732,1162.5788300000002,1187.009334,1090.108143,846.0438923,947.1141674,760.5595513999999,528.723754,344.43251349999997,284.2750846,135.7347104,274.689496,0.0
4282.781019,3335.497843,3807.086386,3237.088153,3749.003818,2959.357145,3301.035184,2442.5464739999998,2959.508561,2162.4230199999997,2776.873665,2046.316545,2625.393956,1507.828043,2058.857042,1450.0994349999999,1929.6608030000002,1426.35904,1926.9814489999999,1422.783705,1875.860932,1342.467691,1414.505889,1086.0714890000002,1310.312323,946.1447558,1307.084574,829.8781508,751.099397,651.6091115,290.2804896,259.1885963,6.09571757,255.1652431,0.0
2906.051198,3572.261776,2899.78791,3392.15911,2751.858174,2684.059311,2625.154871,2243.951285,2586.334617,2053.838517,2475.203749,2038.028809,2383.338935,1925.652694,2040.62895,1402.323294,2017.0829390000001,1208.990128,1958.0027710000002,1135.1514960000002,1713.480038,949.2531259,1637.096717,707.4980789,1583.909068,604.3910065,780.2668807,468.56654810000003,729.7249975999999,339.98666539999994,618.3001752,318.7115634,359.672088,97.65570565,0.0
4052.011993,4742.864427,4008.241943,4437.088070000001,4003.6583450000003,4296.190640999999,3327.121338,4207.6271719999995,3077.446873,3886.6967729999997,2847.489292,3325.392738,2441.6750629999997,3213.462463,2242.655357,3127.540409,2153.417273,2798.453349,1940.8639460000002,2551.982856,1922.134371,2406.517891,1914.301706,2186.0646039999997,1905.110893,1616.12068,1392.06567,1150.470394,949.5398782999999,926.5911615,901.2652436000001,406.4371158,304.6462605,304.04083810000003,0.0
2508.9015879999997,3396.2290409999996,2424.541842,3350.066076,2162.9073780000003,3322.103288,2156.070424,3302.695843,2149.208564,2525.928965,2035.0380670000002,2465.328779,1969.370642,2428.299665,1917.100491,2215.8354600000002,1448.977456,2018.904098,1410.630027,1700.533002,1342.769016,1350.059306,1167.187927,1312.71504,1007.3630189999999,1222.847501,918.6800774000001,934.6937562999999,909.4247595,537.6382348,885.4609706,310.99674369999997,27.99265634,22.58367014,0.0
4006.408901,5259.946473,3621.125859,5171.814439,3587.2102579999996,5105.64416,3413.2620909999996,4624.273943,3132.992017,4048.4065630000005,3070.497556,3933.682591,3034.708995,3537.4226329999997,2530.0234570000002,3238.350966,2312.022303,2546.7829070000003,2305.9497300000003,2546.187669,2303.206186,2085.14767,1972.2427260000002,1716.1842800000002,1923.710691,1422.451391,1152.925748,1346.6448599999999,873.9696502,743.2468504,493.16546280000006,522.0099177,321.07881769999995,501.45579519999995,0.0
2654.389668,3983.136339,2389.6523030000003,3862.6445259999996,2349.890764,3826.2347310000005,2327.755244,3791.937703,1835.21083,3570.039188,1705.8272829999999,3139.516815,1529.286651,3008.312693,1353.959543,2994.770117,1264.403064,2802.0171609999998,1225.2854710000001,2676.55397,868.5938116000001,2061.7749280000003,862.2642807,1628.668885,830.3747746,1345.801485,710.6670364,884.472949,631.60992,822.6572748,165.6444769,620.6718783,42.88737243,241.69109500000002,0.0
4828.986548,5652.704776,4792.708825,5593.4188,4663.636324,5580.279641,3970.3312909999995,5534.983397999999,3707.1504119999995,4981.497425,3395.7064950000004,4719.888925,2669.349289,4616.580394,1998.975175,4292.369959000001,1958.846523,4284.0786,1933.9364280000002,3665.676171,1347.198645,3188.145802,1341.987756,2621.708548,1183.388135,2405.961454,1154.596967,1465.504821,1111.361435,1436.173817,740.4462573,765.8848172999999,45.75612282,653.9416555,0.0
3866.574077,4177.628728,3451.836469,3828.919542,2807.537716,3603.4225979999997,2799.092355,3162.52378,2763.36509,2611.1349609999997,2758.960485,2054.787677,2516.917899,1954.75376,2478.930221,1726.931854,1993.34582,1675.4913980000001,1708.427211,1554.7614210000002,1405.279138,1532.663231,1282.664322,1337.021254,834.7842268999999,1208.028529,548.5012224,1139.364104,292.0694159,954.4534944000001,176.70666369999998,590.4984268999999,2.532030944,299.7155026,0.0
4657.8250450000005,3307.829729,4378.329128,3290.451891,4216.0828710000005,3264.207204,3934.9228759999996,3256.611713,3934.417646,3247.1240399999997,3162.078621,2769.073481,3035.965485,2578.1925850000002,2892.7560510000003,2554.4543350000004,2695.862559,1704.0983829999998,2036.012798,1536.7113880000002,1515.563091,892.4412645,1124.932765,892.0011778999999,869.8028069000001,581.3528262,830.9489978999999,540.8993797999999,725.6324606000001,178.68047190000001,657.8336181,165.37364069999998,35.30722066,37.96668995,0.0
3438.857445,4576.286259,3146.571601,3806.202842,2446.993034,3573.200832,1925.6329719999999,3563.2688829999997,1708.6603989999999,3534.507243,1420.707413,3425.813351,1389.8008869999999,3130.353515,863.5982402999999,2382.118866,587.3290505,1763.6463390000001,587.2355339,1647.4471449999999,557.8794598,1357.067692,344.4342993,1012.924902,165.8148475,850.2145586000001,140.2605993,680.8985097,25.10510189,647.4158681,10.58745475,366.4671895,5.397723544,43.26987036,0.0
4374.482253,3386.262182,4276.909404999999,2962.31029,4075.6036950000002,2850.646159,3799.122349,2278.2402260000003,3247.93954,2115.565735,3147.9565850000004,2047.609617,3134.5386120000003,1839.4456460000001,3015.778752,1258.080178,2339.2986579999997,936.1128497000001,2143.134831,872.5898159,1878.134798,841.3716845,1777.1390559999998,773.1045802,1412.182854,345.05855289999994,1245.5423970000002,316.3397022,993.0017764,250.6576824,911.4467847999999,125.44787279999998,778.9005822,45.265426,0.0
3446.2607020000005,4896.295607,3388.248189,4616.54536,3280.3430489999996,4336.678859000001,3071.962767,3685.8853590000003,2676.196277,3430.030268,2600.321122,2897.246755,2546.8386179999998,2397.875281,2528.549289,2015.715668,2407.637029,1872.942129,2038.867167,1833.382566,1489.721549,1541.598935,1453.8849380000001,1017.8176289999999,1372.886908,832.3720095,1339.525582,426.01525189999995,1081.73038,351.14797880000003,1027.447118,253.0130387,552.5056703,133.5750136,0.0
3833.596374,6152.8105350000005,3552.4652079999996,6109.035164,3500.901869,5977.495486,3466.5724179999997,5234.063184000001,3255.34944,5229.115105,3042.247721,5121.102436,2419.833085,5083.4863700000005,2343.795965,4244.100651,1654.3821039999998,4036.0677060000003,1608.326969,3189.2818620000003,1584.394375,2704.25587,1107.167255,2609.816694,587.9368923,2358.259684,540.1855419,2353.120898,465.22505520000004,1534.772479,354.3639316,1531.20694,351.80732830000005,828.9003309999999,0.0
5679.139134,3149.972499,5149.703697999999,3033.1146350000004,4842.375917,2326.768256,4522.9699009999995,2177.697488,3846.1290710000003,2002.255,3365.2155119999998,1996.5804460000002,2946.7736170000003,1992.829681,2852.6507100000003,1215.820685,2565.2166079999997,953.7185507000002,2130.391021,865.261514,1375.999145,825.3378604,1252.207324,684.8824480000001,1201.052347,570.8193091,1001.450342,491.1611813,705.5573400000001,415.1259061,677.4198024,281.6627167,648.6401103999999,20.33323724,0.0
5383.3871659999995,2391.51498,4813.076893,2136.303464,4801.919062,2129.876795,4697.536937,2105.246262,4255.672781,1955.8635809999998,4240.670545,1947.0098739999999,3507.946876,1936.4639329999998,3204.455378,1589.827835,2452.6852719999997,1491.663867,2384.455568,1214.979001,1624.434787,872.9403200999999,1572.260643,774.8150887,1303.444241,679.4788786,1133.9172800000001,297.81799789999997,979.7514794,237.62819840000003,815.7243975,225.7969123,518.1816802,29.54348918,0.0
4374.369214,4558.477481,4185.309225,3977.722835,4003.5869299999995,3511.444946,3890.233644,2955.908759,3085.878366,2787.563752,3028.80431,2685.697557,2950.446791,2662.207991,2582.47674,2185.920516,2420.335239,2185.436262,2060.269402,2025.033325,1782.0277879999999,1646.953949,1462.9988720000001,1226.325057,1385.499144,1059.896555,902.306467,988.0624019999999,351.11109300000004,740.7328434,147.2170587,459.37622769999996,50.90324138,278.2627711,0.0
4585.473253,4051.0441939999996,4121.114557,3578.5396,3957.9062299999996,3501.795169,3335.946464,3307.4697260000003,2723.408692,3249.5619269999997,2686.7162940000003,3088.105838,2001.1630109999999,2375.998911,1661.354485,1817.1376579999999,1607.977922,1086.183565,1561.69932,961.8060571000001,1261.925908,928.9692166000001,1177.660622,731.7149439,818.0790367999999,702.5731126000001,689.3125485,591.0309992000001,587.6215103,216.55269700000002,580.6970813999999,202.90735669999998,417.3754971,119.67673130000001,0.0
4932.780194,5816.490833,4642.303357,5695.709618,4557.528451,5480.822672,4077.320522,4618.011955,3740.537579,4378.974649,3583.2559130000004,3985.0871159999997,3466.5742909999994,3350.01795,2600.638563,2770.752418,2191.647696,2624.419393,1695.737611,2193.356501,1541.404725,1273.804461,1291.4650960000001,1187.1852310000002,1280.409292,1059.589,1008.169592,896.1601929999999,630.5767443,467.49535410000004,478.811703,298.52355510000007,55.63440919,181.114743,0.0
5270.320363,3722.568383,4971.003578,3712.514671,4826.081734,3631.6299770000005,4816.32565,3408.320063,4297.213417,3103.77631,4064.6643409999997,2694.3665140000003,3585.3648270000003,2693.020425,2968.377889,2545.590282,2808.416918,2543.543036,2679.468427,2527.674625,2320.6258190000003,2407.877745,1846.826443,1663.050574,1536.541443,836.0793852,1352.606861,710.0917272,935.5605214999999,709.5208472999999,399.0652453,555.5895337000001,138.56367769999997,413.7449919,0.0
3136.75479,3666.318962,2977.060759,3635.0995049999997,2681.251558,3179.813935,2674.668803,2814.6171010000003,2670.881884,2617.242568,2662.687468,2351.2381370000003,2327.4859100000003,2318.361132,1981.4624820000001,2180.788669,1975.1803539999999,1975.7633850000002,1716.428362,1955.100666,1617.1545529999999,1281.464043,1049.825502,1215.599833,1026.43572,973.6725625,1021.377057,970.3127386,840.8507892000001,301.81742389999994,823.4174197000001,107.43589270000001,634.4202109,25.85293267,0.0
6129.058229,5527.2261530000005,5728.736369,5512.814707,5518.121896,5375.48944,4921.1827619999995,4441.93193,4740.35505,4336.807454,4673.697364,3523.6126130000002,4602.958165,3453.689615,3796.5346210000002,3309.610183,3392.328623,2469.733932,3182.173473,2209.2600820000002,2275.768767,2149.696061,1858.087834,1848.661613,1334.587827,1620.4861050000002,1228.51062,1326.80295,656.5922907,942.8605837000001,200.569953,388.256362,190.26524609999998,215.14847569999998,0.0
5239.164892,3226.591284,5209.343853,2958.049602,4731.418783,2628.491026,3978.7823329999997,2388.219677,3868.3550060000002,2265.0337640000002,3533.546225,2076.830636,3441.6053890000003,1918.0414600000001,3353.149163,1915.4766739999998,3140.2501469999997,1769.27937,2674.858058,1716.282923,2536.6643010000003,1665.147543,2385.328818,1129.582759,1671.257339,1060.621126,1384.368103,1023.1019029999999,1239.736738,717.0957245,745.7319836,616.8850871000001,700.5223912,607.6460156,0.0
4095.705365,3689.1476880000005,3849.137792,3317.260477,3654.247254,3312.638081,3621.609036,2704.6389489999997,3172.974851,2380.017304,2372.999325,2260.1607559999998,2347.7730850000003,2181.267432,2017.294875,2142.275553,1989.3921300000002,2034.7950280000002,1676.267848,1836.7662480000001,1615.961438,1182.008849,1462.314082,930.4924463,716.6088879,710.3237846,569.7873453999999,681.2222199,237.36993450000003,291.739304,130.4089964,208.4997919,24.852439999999998,3.524153243,0.0
3789.211755,3535.938936,3736.078287,3347.769514,3344.778339,2707.070294,3308.998085,2568.701417,2886.541261,2563.090975,2685.478364,2243.435475,2017.436539,2095.2869769999998,2008.97075,2037.799862,1511.45407,1281.07872,1473.209521,933.8433863,1465.286878,553.8138699,1184.0570380000001,479.49485989999994,1009.2648949999999,433.6388217,847.6893045,414.20498419999996,719.4875337000001,362.96596170000004,684.8469281,173.5709622,261.6703265,69.64274067,0.0
5480.251394,2724.026116,5345.399564,2525.072869,4849.541115999999,2212.653315,4611.423127,2158.4780539999997,4018.016282,2016.0533309999998,3795.887803,1738.085352,3642.8733880000004,1342.155972,3326.1810149999997,1335.135856,2765.052482,1324.034496,2741.667481,1304.425909,2705.975916,876.5264758999999,2566.37321,598.7804652000001,1757.505725,587.8497247,1374.690309,530.8862121999999,1311.985637,265.8224468,715.5055072,240.51004410000002,639.3780852000001,210.08407549999998,0.0
3732.417843,4174.804029,3721.317197,4086.145465,3244.277584,3826.669189,3100.519895,3813.520331,3039.989952,3691.871536,2786.965084,3663.2777119999996,2512.1136739999997,3582.93897,2489.214638,3039.33433,1957.73016,2736.0931570000002,1920.434609,2534.156313,1894.8907800000002,2509.79088,1785.786968,1756.6211219999998,1333.220851,1730.238856,1203.078536,1404.143541,1038.76591,1125.258382,904.7832012,845.010965,497.38991239999996,313.1880569,0.0
3003.671741,4409.230109,2868.128964,4175.275213,2390.943767,3488.232452,2266.697533,3355.159005,2260.107513,3140.391082,1777.843955,3023.3170149999996,1597.070851,2919.103522,755.6484267000001,2780.097863,711.0603744,2435.995927,588.0698236000001,2180.305392,505.23933210000007,1903.5728399999998,463.8516291,1190.32826,447.7354048,1083.7166960000002,375.06027789999996,1079.751588,270.6288244,653.2201368,126.827827,512.8637491000001,125.14640990000002,158.92668840000002,0.0
2749.77655,3852.297872,2537.590511,3793.029495,2365.5518,3411.575831,1943.5638649999999,2948.800075,1880.541213,2729.236228,1604.961126,2627.443217,1530.505733,2328.2942510000003,1528.8503269999999,2301.6811789999997,1335.656046,2129.979921,1316.442733,1535.259917,1266.172319,1510.441403,1223.2938800000002,1479.9017470000001,813.3203141,1286.209305,806.8669832,1282.454373,669.2800007999999,825.7642887999999,208.89659469999998,740.7064345,2.9462937339999997,32.35202972,0.0
4226.357354,5086.027551,4063.823436,4406.800748,3918.579135,4395.980755,3751.441111,3788.611703,3570.909208,3751.847033,3436.937653,3476.1044770000003,2937.766158,3186.8478809999997,2842.916758,3095.209523,2219.115729,2620.909531,1749.750616,2613.180804,1559.456568,1924.4597350000001,1530.495937,1709.350316,989.9693589999999,1012.384291,772.8105992999999,202.3797208,601.8824077,109.70013200000001,528.0241285,97.3188021,323.9569628,95.28002385,0.0
5819.440633,3771.5982759999997,5741.530464,3673.1436,5692.184093,3528.577066,5645.417532,2836.1669690000003,4810.791383,2610.710123,4366.118665,2529.023445,3573.359428,2474.923407,2738.800153,2291.06896,2633.984796,2286.722249,2617.361026,1911.010702,2498.1466010000004,1864.8981039999999,2170.268921,1816.395814,1938.322364,1758.107397,1251.941026,1259.446876,784.1282315000001,704.3525926,77.36765134,310.632228,67.97227632,68.35248179999999,0.0
3892.3762380000003,4904.465575,3260.431611,4299.479315,3072.002352,4271.06782,2750.960688,4225.459765,2723.0331730000003,3642.3710200000005,2713.5602949999998,3257.7101199999997,2647.49823,2945.791284,2257.308071,2582.524308,1779.332289,2572.611539,1735.058475,2497.049504,1687.916905,2279.165539,1650.153824,2273.424089,1479.14516,1519.6139210000001,919.4309766000001,1328.405802,688.6358307,1044.439196,230.29140950000001,866.7727889,138.13629530000003,473.1124534,0.0
4720.87166,5484.143620000001,4608.078989,5383.493352,4309.995876,4472.267594,3891.5461609999998,4263.264318,3038.662845,3898.226881,2928.2962850000004,3766.389225,2835.819139,3590.310447,2822.484865,3589.9097829999996,2455.664678,3008.277519,2310.285566,2929.706155,2284.0235620000003,2901.6784190000003,1742.860253,2501.846087,1710.3858,2361.307648,1680.733392,2077.138975,1634.250654,1376.8453789999999,1199.498617,833.6028711,749.6585309999999,598.3202252,0.0
3496.705346,4363.41266,2770.214259,4325.519155,2677.582057,4036.125646,2600.802164,3555.239824,2425.974093,3133.95246,2408.647738,2437.308504,2347.809092,2402.894582,1833.549551,2291.31578,1696.1221289999999,2137.811176,1679.292911,2037.153528,1672.656739,2032.9199649999998,1060.666002,1618.534965,956.8174352,1506.893667,866.7457247000001,1413.3564099999999,860.7139981,1197.7690910000001,742.9829292000001,726.0241747,196.438551,473.9528552,0.0
5133.274021,5693.890647,4764.849518999999,5690.081956,4762.2521130000005,5352.457181000001,4500.579938,5264.793418,4363.555201,4849.673607,4322.53049,4715.495949,4173.050532,4172.515453,3963.2337880000005,3659.725446,3795.556941,3101.968313,3352.6471109999998,2789.71274,3263.8308859999997,2606.8132140000002,2774.241157,1845.490189,2273.007594,1793.891155,1623.73388,1696.999689,1573.7703800000002,1343.05452,855.5502212000001,867.4872982,675.3867932999999,775.9273279,0.0
3840.3720869999997,4234.984718,3675.2786200000005,3613.892946,3615.8632420000004,3422.0847340000005,3344.776906,3066.514728,3162.669978,3010.787991,3158.529195,2947.228703,2626.0450260000002,2851.295891,1879.5391399999999,2754.575133,1726.544335,2610.060907,1653.47395,2302.650087,1089.4633609999998,1883.5087420000002,1038.462437,1687.2048739999998,954.1216647,854.7881095,771.9618188999999,650.0508696,768.2882607999999,320.44289560000004,74.11928846,158.22776090000002,41.67984802,157.338874,0.0
5090.11443,3978.1629369999996,4975.650162,3855.3142909999997,4562.4069979999995,3828.785787,3941.934834,3749.088375,3781.176296,3419.625507,3541.8147740000004,3080.607481,2988.928413,2513.118837,2784.014006,2288.5187140000003,2690.538895,2029.683227,2587.074692,1344.626457,2560.175276,1037.051449,2178.313078,673.0129437999999,1744.44339,630.7561456,1686.0405,609.9415008,1496.732066,482.2244864,961.9839079,459.77108169999997,36.07060443,393.6296855,0.0
5322.153688,4571.4925729999995,5235.953611999999,4356.982169,5177.2327270000005,4156.575908,5065.588747,3957.710491,4575.002974,3937.0491,3977.205807,3277.454252,3324.602225,2800.0385760000004,2937.607218,2167.3099460000003,2920.0384,1492.2905150000001,2296.860224,1409.204879,2279.679588,1083.96026,1515.19922,1069.476047,1195.753134,960.30595,1075.698829,880.8515677000001,249.213375,449.7986813,106.2645951,233.34215490000003,41.65078678,0.120057685,0.0
3049.3992829999997,3630.5301799999997,2992.3075710000003,3541.856218,2711.7696920000003,3148.870445,2686.152621,3029.8266329999997,2524.366504,3000.514729,2041.8018940000002,2560.977074,2002.796466,2553.967984,1997.645173,2521.280938,1954.550002,2402.5895370000003,1555.796796,1769.229774,1338.801275,1688.238509,921.4700792000001,1296.027902,583.2933317000001,917.9813902000001,495.3374436000001,455.26969330000003,97.84766686,367.528879,27.77125615,355.4488941,11.94227706,200.3727692,0.0
3587.15841,5283.411864,3554.9890560000003,5099.080940999999,3520.060455,5081.970123,3492.0581369999995,4907.773652000001,3078.687287,4865.200135,2344.668125,4806.960907,2214.226912,4385.029925,2112.615437,3900.9708259999998,1611.8404070000001,3325.86167,1540.498771,3239.842044,1408.884079,2701.1546359999998,1403.9675439999999,2039.2846550000002,1403.145437,1908.424108,1145.243728,1749.261436,1078.011455,1745.7176780000002,652.9376362,1162.182648,626.3844115,616.7197566000001,0.0
5092.462571999999,4087.0354060000004,4919.1813950000005,4046.6377390000002,4514.735777000001,3255.213173,4465.040322,3162.338912,3727.447429,2590.213957,3393.287417,2475.637502,2550.6831399999996,2175.4863609999998,2044.1319079999998,2010.8436789999998,2040.657013,1812.6083879999999,1433.8465310000001,1807.2177940000001,1259.47956,1546.637068,1240.5099,1255.22836,1236.045602,1083.8237789999998,970.408091,1017.5656560000001,896.3471469000001,951.8735611,668.1746017,427.1254624,558.2473715,321.687139,0.0
3529.30898,3553.0229659999995,3283.570854,3341.748571,3279.080958,3010.8572480000003,3111.989159,2789.9573570000002,3028.5918899999997,2732.7821089999998,2278.182009,2724.137834,2074.329937,2722.894071,1917.8722280000002,2283.2756719999998,1872.466927,2264.385137,1833.459093,1690.9535649999998,1552.812229,1688.6523829999999,1069.162481,1039.579683,1064.420469,824.7161366,783.8724312,461.0119614,665.1155326,444.98099060000004,661.8186446000001,275.94888639999994,600.0012052,204.47256940000003,0.0
4556.260291,4065.316061,4292.1370560000005,4059.0654200000004,3837.5356939999997,3888.098249,3649.1114789999997,3217.469239,3485.068925,2954.156019,2956.124726,2703.439884,2783.8006809999997,2663.627383,2625.6026420000003,2460.054275,2457.380592,2441.41065,2146.963752,2078.41743,1374.869926,1833.2633879999998,997.2342861999999,1553.926761,963.1067803,1084.127953,845.1226571000001,756.0423692,533.4491426,686.9154492,510.90364630000005,451.9874313,320.4093562,366.70067630000005,0.0
4955.458965999999,6617.511145,4670.498392,5918.546385000001,4311.102802,5137.213973,4293.638678,4722.441503,4292.561946,4641.398383,4237.170929999999,4594.478103,4073.076291,4279.141624,3676.319543,4037.0763920000004,3234.565231,3416.433989,3008.966712,3191.577639,2753.7983710000003,2663.987431,2510.703,2069.560682,2153.0239850000003,1587.9124470000002,1540.051328,1253.940043,1130.034854,1238.084638,806.1605112999999,482.2002825,533.5589229,183.4526289,0.0
6511.874082,5125.346757,6473.884343,5029.869204,6279.597421,4853.021110000001,6096.835263,4814.685238,6015.001104999999,4191.905557,5277.934115999999,3838.958142,5124.53956,3568.828528,4479.702336,3180.203491,4267.338499,3077.883472,4259.222544,3072.6165530000003,3989.663569,2400.529489,3754.4826759999996,2337.4721,2903.5857149999997,1407.476468,2246.090581,599.6380541,1616.842231,471.0430947,853.3189627999999,436.41742120000004,162.23782769999997,317.06360789999997,0.0
